ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,What word best describes this sound? ,On a scale from 1 to 5 how loud was this sound?,What kind of sound is this? ,Other - What kind of sound is this? ,On a scale from 1 to 5 how loud was this sound? (from most faint to loudest),Is there anything else we need to know about this sound? ,Are you outdoors or indoors? ,"What level are you on?  (0 = ground, 9= 9th floor or higher)",x,y
446,96ae29cf-b48c-4354-9c67-e5645c089ee5,5/6/2022 5:08:02 AM,adsp22_ka1914,5/6/2022 5:08:02 AM,adsp22_ka1914,Cat yawning,,Natural,,3,,Outdoors,0,54.4351241756801,24.5229108967084
447,23a190d3-2d59-43db-b627-02911ded13cd,5/6/2022 5:08:42 AM,adsp22_ka1914,5/6/2022 5:08:42 AM,adsp22_ka1914,Flag flapping in the air ,,Natural,,3,,Outdoors,0,54.4341211650814,24.5239111146264
448,4c09eaef-74a3-4a0a-9378-499736f447a6,5/6/2022 5:15:40 AM,adsp22_ka1914,5/6/2022 5:15:40 AM,adsp22_ka1914,BGM,,Machine,,3,I’m at blacksmith,Indoors,0,54.4331310556773,24.5237525128283
449,9dcd4f98-563e-4be9-9d79-759ff4c1545a,5/6/2022 5:16:01 AM,adsp22_ka1914,5/6/2022 5:16:01 AM,adsp22_ka1914,Someone calling ,,Human,,2,I’m at blacksmith ,Indoors,0,54.43315724847,24.5237463519085
450,0680e3e1-471a-4189-b29d-29f480323024,5/6/2022 5:31:25 AM,adsp22_as13966,5/6/2022 5:31:25 AM,adsp22_as13966,Laundry at A6A,,Machine,,2,,Indoors,2,54.4355007226412,24.5230235518581
451,d773316b-ffde-4c49-a8a0-f997b1b6add3,5/6/2022 7:54:36 AM,adsp22_ka1914,5/6/2022 7:54:36 AM,adsp22_ka1914,Chatter,,Human,,3,Blacksmith ,Indoors,0,54.4331488873865,24.5237413064256
452,f75503ce-092e-4948-89de-3335b0e841c2,5/6/2022 7:54:59 AM,adsp22_ka1914,5/6/2022 7:54:59 AM,adsp22_ka1914,Espresso machine steam,,Machine,,3,Blacksmith ,Indoors,0,54.4331466196154,24.5237380868067
453,02962b04-1283-459b-8e95-57c020877547,5/6/2022 7:55:17 AM,adsp22_ka1914,5/6/2022 7:55:17 AM,adsp22_ka1914,Toilet flushing  ,,Machine,,Faint 1,,Indoors,0,54.4331510500368,24.5237368161974
454,fdba2583-7631-44cd-858c-813f3d003fe6,5/6/2022 12:17:56 PM,adsp22_as13966,5/6/2022 12:17:56 PM,adsp22_as13966,Library quietness ,,Human,,Faint 1,,Indoors,3,54.4344060931665,24.5241767554937
455,84dde70a-72ca-4182-aa09-6532705a537d,5/6/2022 1:31:08 PM,adsp22_sl7362,5/6/2022 1:31:08 PM,adsp22_sl7362,AC siund,,Machine,,3,,Indoors,6,54.4329091838377,24.5243225255318
456,b4a13f7b-371d-44e2-ab21-5ed86ed9882b,5/6/2022 1:34:47 PM,adsp22_sl7362,5/6/2022 1:34:47 PM,adsp22_sl7362,Mouse clicking sound,,other,,Faint 1,,Indoors,6,54.4329296958153,24.5243235933139
457,2419f1b4-21eb-479b-8d40-466ed812f80d,5/6/2022 1:35:07 PM,adsp22_sl7362,5/6/2022 1:35:07 PM,adsp22_sl7362,Computer fan sound,,Machine,,Faint 1,,Indoors,6,54.4328653111747,24.5243131741922
458,e0104dca-f5b2-4de3-b111-e2e2c9278e5c,5/6/2022 6:35:11 PM,adsp22_as13966,5/6/2022 6:35:11 PM,adsp22_as13966,Security guard radio,,Machine,,Faint 1,,Indoors,2,54.435417903439,24.5226778669103
459,0e0f2f93-d50e-4169-a0ad-4a5ced82c9d2,5/7/2022 7:40:44 AM,adsp22_as13966,5/7/2022 7:40:44 AM,adsp22_as13966,Phone ringing in the welcome center,,Machine,,Faint 1,,Indoors,0,54.433586339932,24.5233907758033
460,761bdd91-f4ea-4139-b920-9ed91cab4058,5/7/2022 4:12:27 PM,adsp22_ss13750,5/7/2022 4:12:27 PM,adsp22_ss13750,Conversation,,Human,,2,Talking,Indoors,5,0,0
461,7fdd7505-1eae-46f7-8450-f231d66bb51d,5/7/2022 4:13:24 PM,adsp22_as13966,5/7/2022 4:13:24 PM,adsp22_as13966,Students eating D2,,Human,,4,,Indoors,0,54.4355613456831,24.5230109427225
462,6143d071-87a9-41b4-a39b-a5c515768f86,5/7/2022 5:45:54 PM,adsp22_as13966,5/7/2022 5:45:54 PM,adsp22_as13966,IM lab students working,,Machine,,3,,Indoors,0,0,0
463,b968e8c1-f453-4df3-a070-5235865e00c5,5/8/2022 8:52:24 AM,adsp22_as13966,5/8/2022 8:52:24 AM,adsp22_as13966,Grill sounds at D2,,Machine,,3,,Indoors,0,54.4355520434397,24.5230449824461
464,eb70d1e0-d0e3-4638-9909-887c2f9a77b3,5/8/2022 10:16:07 AM,adsp22_sl7362,5/8/2022 10:16:07 AM,adsp22_sl7362,Computer fan sound,,Machine,,2,,Indoors,3,54.4341982234042,24.5243771005648
465,f55f13c5-2e85-4e80-82fb-24e7befb99c3,5/8/2022 10:16:28 AM,adsp22_sl7362,5/8/2022 10:16:28 AM,adsp22_sl7362,Card tapping sound,,Machine,,2,,Indoors,3,54.4344995853532,24.5242292071264
466,e16d5dac-0e97-47d0-817e-2c44467f4f73,5/8/2022 10:16:50 AM,adsp22_sl7362,5/8/2022 10:16:50 AM,adsp22_sl7362,Mouse click sound,,Machine,,Faint 1,,Indoors,,54.4343325230807,24.5242002233319
467,9662d570-8710-490c-83cb-38550052249d,5/8/2022 10:17:06 AM,adsp22_sl7362,5/8/2022 10:17:06 AM,adsp22_sl7362,People talking,,Human,,Faint 1,,Indoors,3,54.4345140287566,24.5240300714588
468,7d8f33f4-c8f2-4172-a320-2bcc76afd11a,5/8/2022 2:27:24 PM,adsp22_as13966,5/8/2022 2:27:24 PM,adsp22_as13966,Keyboard clicks,,Machine,,Faint 1,,Indoors,4,54.4344469947288,24.5245072687496
469,5729eabf-689c-4883-bff9-fbe1ca877d42,5/8/2022 7:37:36 PM,adsp22_ntn6039,5/8/2022 7:37:36 PM,adsp22_ntn6039,Ticking clock,,Machine,,Faint 1,,Indoors,,54.4350644581993,24.5239459505398
470,bc13f188-f8ac-4fb3-8c7a-de53b4aba344,5/8/2022 7:38:05 PM,adsp22_ntn6039,5/8/2022 7:38:05 PM,adsp22_ntn6039,AC,,Machine,,Faint 1,,Indoors,2,54.4343967241598,24.5237147831143
471,dcd8aa1a-7677-4aa5-8342-7e3ba50900fa,5/8/2022 7:39:22 PM,adsp22_ntn6039,5/8/2022 7:39:22 PM,adsp22_ntn6039,Sipping boba tea,,Human,,2,,Indoors,2,54.4350632638745,24.5238918085614
472,33223f6f-3f29-426f-b06a-b645c18f0c98,5/8/2022 7:49:42 PM,adsp22_ntn6039,5/8/2022 7:49:42 PM,adsp22_ntn6039,Chair cracking,,Machine,,3,,Indoors,2,54.4350296285463,24.5239937902791
473,d714f0c1-17a2-4f3d-9178-f5e6a2f7fa44,5/9/2022 6:11:25 AM,adsp22_mim7995,5/9/2022 6:11:25 AM,adsp22_mim7995,Ruffling of clothes ,,Human,,Faint 1,Roommate fixing hijab ,Indoors,4,54.4345622304657,24.5234761461483
474,94a4dbcf-b3b4-4487-8057-c469b6094a68,5/9/2022 6:11:56 AM,adsp22_mim7995,5/9/2022 6:11:56 AM,adsp22_mim7995,Loud breathing ,,Human,,2,Roommate breathing loudly since she’s a little sick ,Indoors,4,54.4345467622053,24.5234813332702
475,856044f4-d12d-4a3c-bc07-02afbfd77467,5/9/2022 6:12:20 AM,adsp22_mim7995,5/9/2022 6:12:20 AM,adsp22_mim7995,Footsteps ,,Human,,2,Roommate walking around ,Indoors,4,54.4345635796798,24.5234613809926
476,e35a4e4f-fe8c-4be7-bd77-c69a4b715a6d,5/9/2022 6:12:46 AM,adsp22_mim7995,5/9/2022 6:12:46 AM,adsp22_mim7995,Wind ,,Natural,,Faint 1,Could hear wind outside from my room ,Indoors,4,54.4345794866535,24.5234665783053
477,6704008a-b46d-45cd-81bd-d2c7eec9d24c,5/9/2022 7:45:46 AM,adsp22_mim7995,5/9/2022 7:45:46 AM,adsp22_mim7995,Students moving around ,,Human,,4,Class just ended,Indoors,0,54.4339896709146,24.5239915648073
478,4e1ec2e2-137d-40b2-a73b-2101fc6b2199,5/9/2022 8:57:00 AM,adsp22_ss13750,5/9/2022 8:57:00 AM,adsp22_ss13750,Noise,,Human,,3,People talking and eating,Indoors,2,0,0
479,8fc732a8-2373-4f52-a9d7-15abbaf54d8f,5/9/2022 9:20:53 AM,adsp22_kds490,5/9/2022 9:20:53 AM,adsp22_kds490,Grill sizziling,,Human,,3,,Indoors,0,54.4355620334765,24.5230084748776
480,565b3ce5-3937-44fd-b56d-eed5a0f74153,5/9/2022 11:06:26 AM,adsp22_mim7995,5/9/2022 11:06:26 AM,adsp22_mim7995,Birds chirping ,,Natural,,4,Near a5a,Outdoors,2,54.434545737483,24.5233553754775
481,3e18e178-c5bb-4ff4-8acf-2b46ffcd366c,5/9/2022 11:08:05 AM,adsp22_mim7995,5/9/2022 11:08:05 AM,adsp22_mim7995,Elevator sounds,,Machine,,4,,Indoors,4,54.4344228596335,24.5231804746811
482,f7c190f1-2ab5-42c4-b93a-37b40de18bb0,5/9/2022 11:08:32 AM,adsp22_mim7995,5/9/2022 11:08:32 AM,adsp22_mim7995,AC,,Machine,,3,Entrance of A5A,Indoors,2,54.4343861655402,24.523838080258
483,03fda0bf-ddec-4149-9a55-aec9a1d7e22b,5/9/2022 11:09:43 AM,adsp22_mim7995,5/9/2022 11:09:43 AM,adsp22_mim7995,My footsteps ,,Human,,4,Walking to my dorm ,Indoors,4,54.4348656575665,24.5234880457113
484,8921382f-b7ee-4dc3-a824-dc7725458edf,5/9/2022 11:10:04 AM,adsp22_mim7995,5/9/2022 11:10:04 AM,adsp22_mim7995,AC in my room ,,Machine,,3,,Indoors,4,54.4346278081494,24.5235240857328
485,46e9ca3b-4790-45ba-adfc-c8d804f85ce0,5/9/2022 11:10:25 AM,adsp22_mim7995,5/9/2022 11:10:25 AM,adsp22_mim7995,Birds chirping ,,Natural,,3,,Indoors,4,54.4346282366975,24.5235373566961
486,1e8f55be-d928-4340-86c8-d8e464c0a313,5/9/2022 12:42:47 PM,adsp22_as13966,5/9/2022 12:42:47 PM,adsp22_as13966,Prof speaking in class ,,Human,,3,,Indoors,0,54.4349287186443,24.5234926170333
487,bf489d85-42b8-4682-8380-f7b07c46966e,5/9/2022 3:30:33 PM,adsp22_ss13189,5/9/2022 3:30:33 PM,adsp22_ss13189,clinking,,Human,,4,,Outdoors,0,54.435597,24.5229377
488,70259c14-8838-4a33-b058-f0190b05e0d5,5/9/2022 3:31:28 PM,adsp22_ss13189,5/9/2022 3:31:28 PM,adsp22_ss13189,talking,,Human,,4,,Outdoors,0,54.4356356,24.522954
489,9e81e107-8050-4135-90da-76d6b8d2f235,5/9/2022 3:32:37 PM,adsp22_ss13189,5/9/2022 3:32:37 PM,adsp22_ss13189,jiggly plates,,Human,,Faint 1,,Outdoors,0,54.4356368,24.5229551
490,206211e8-c6f9-40f4-b235-aa6c1ef00056,5/9/2022 3:34:25 PM,adsp22_ss13189,5/9/2022 3:34:25 PM,adsp22_ss13189,children talking about pokemon,,Human,,2,,Outdoors,0,54.4356356,24.5229563
491,f0015c38-74f1-4804-89b5-e99a8bae02de,5/9/2022 3:35:13 PM,adsp22_mim7995,5/9/2022 3:35:13 PM,adsp22_mim7995,Pasta cooking ,,Machine,,4,D2 pasta stand ,Indoors,0,54.4355648977818,24.5230127807846
492,c989b00b-f38e-4ef2-9e1b-52548f603b45,5/9/2022 3:35:32 PM,adsp22_mim7995,5/9/2022 3:35:32 PM,adsp22_mim7995,Music ,,Machine,,3,D2 music ,Indoors,0,54.4355638275158,24.5230095773336
493,fba3e874-5bbc-4760-b104-cd5f2881c207,5/9/2022 4:55:57 PM,adsp22_mim7995,5/9/2022 4:55:57 PM,adsp22_mim7995,People laughing ,,Human,,4,Near arts center ,Outdoors,0,54.434828622701,24.5234895806471
494,3def53c4-2073-497d-942e-80f55279d2ad,5/9/2022 4:56:39 PM,adsp22_mim7995,5/9/2022 4:56:39 PM,adsp22_mim7995,Grasshopper sounds ,,Natural,,3,9pm near A5A,Outdoors,0,54.434638762162,24.5233130707254
495,100ba714-4f0f-40c9-bb7b-9febb68ba940,5/9/2022 4:57:15 PM,adsp22_mim7995,5/9/2022 4:57:15 PM,adsp22_mim7995,ID card beeper ,,Machine,,Loud 5,A5A entrance ,Indoors,0,54.4344807658042,24.5233281603242
496,1bd0eb75-5110-4a78-ba7d-4953121859d6,5/9/2022 4:57:50 PM,adsp22_mim7995,5/9/2022 4:57:50 PM,adsp22_mim7995,Elevator sounds ,,Machine,,Loud 5,Elevator of a5a,Indoors,4,54.4343677344885,24.523637293577
497,7fa191b8-5c35-4e1a-a2f3-7a31eba79a6c,5/9/2022 7:42:48 PM,adsp22_ntn6039,5/9/2022 7:42:48 PM,adsp22_ntn6039,Door bar pushed,,Machine,,3,,Indoors,2,54.4351976746618,24.5228371481489
498,4fbb40c7-ac93-4976-9efb-69af1c5292e3,5/9/2022 7:43:40 PM,adsp22_ntn6039,5/9/2022 7:43:40 PM,adsp22_ntn6039,Cricket noise,,Natural,,2,,Outdoors,2,54.4349243955377,24.5228072408075
499,fec65ac5-0a9a-48c6-b0c8-8589fb23d2f6,5/9/2022 7:44:08 PM,adsp22_ntn6039,5/9/2022 7:44:08 PM,adsp22_ntn6039,AC fan outdoor,,Machine,,2,,Outdoors,2,54.4348212126016,24.5232255093926
500,87e4440a-d883-4da3-b0b5-478aa49dcd6a,5/9/2022 7:45:05 PM,adsp22_ntn6039,5/9/2022 7:45:05 PM,adsp22_ntn6039,Elevator opening,,Machine,,Faint 1,,Indoors,2,54.4350020762885,24.5236648065892
501,a58268f0-6c12-4f87-bf6a-49ecb069aab4,5/9/2022 7:46:12 PM,adsp22_ntn6039,5/9/2022 7:46:12 PM,adsp22_ntn6039,Door access sensor buzzing,,Machine,,3,,Outdoors,2,54.4348351042125,24.523719071886
502,23ab46c3-0c15-47f7-a1e3-d79fd06b2883,5/9/2022 7:46:55 PM,adsp22_ntn6039,5/9/2022 7:46:55 PM,adsp22_ntn6039,Ping pong balls hitting boar,,Human,,3,,Indoors,2,54.4345853079317,24.5236515992525
503,c04328ad-0f99-43d3-bf63-5aa87a3f6b8a,5/9/2022 7:47:30 PM,adsp22_ntn6039,5/9/2022 7:47:30 PM,adsp22_ntn6039,Billiards balls hitting each other,,Human,,3,,Indoors,2,54.4346022316451,24.5237144843846
504,8c442ab6-f9a4-4933-b657-5552b1eb2adf,5/9/2022 7:47:58 PM,adsp22_ntn6039,5/9/2022 7:47:58 PM,adsp22_ntn6039,Water machine running,,Machine,,Faint 1,,Indoors,2,54.4345501164819,24.5237708282486
505,5e1b9851-19e0-47dc-b66f-bb438f90d210,5/9/2022 7:53:14 PM,adsp22_ntn6039,5/9/2022 7:53:14 PM,adsp22_ntn6039,Wind howling,,Natural,,Faint 1,,Outdoors,3,54.4335016017601,24.5245090108745
506,ed9dae9d-54f9-433e-89df-d081a63938eb,5/9/2022 7:53:55 PM,adsp22_ntn6039,5/9/2022 7:53:55 PM,adsp22_ntn6039,Rustling leaves,,Natural,,Faint 1,,Outdoors,2,54.4335644239454,24.5250926958229
507,23680d77-156b-40d9-b363-47ec154eb4b9,5/9/2022 7:57:07 PM,adsp22_ntn6039,5/9/2022 7:57:07 PM,adsp22_ntn6039,People talking outdoor,,Human,,2,,Outdoors,2,54.4326606822165,24.5251941121319
508,668139c0-b581-457e-b68e-1f9aafc464e9,5/9/2022 8:11:37 PM,adsp22_ntn6039,5/9/2022 8:11:37 PM,adsp22_ntn6039,Picking ice cream,,Human,,Faint 1,,Outdoors,2,54.43576848638,24.5224729554324
509,202ddc49-b510-4691-98f3-2b1042d345eb,5/9/2022 8:17:52 PM,adsp22_ntn6039,5/9/2022 8:17:52 PM,adsp22_ntn6039,Rustling of leaves,,Natural,,2,,Outdoors,0,54.4341416530053,24.5242037231494
510,bf05ddba-3fc4-4d4e-91e0-35a890d7b3da,5/9/2022 8:24:26 PM,adsp22_ntn6039,5/9/2022 8:24:26 PM,adsp22_ntn6039,Chimes ringing,,Natural,,2,,Outdoors,0,54.4331324270993,24.5248992638076
511,800afce2-9049-475d-9c58-f20d12117eae,5/9/2022 9:34:35 PM,adsp22_po524,5/9/2022 9:34:35 PM,adsp22_po524,Motor sound,,Machine,,Faint 1,The sound of the elevator motor,Indoors,5,54.4344625472479,24.5227213043128
512,5b02db10-e56f-46af-bf39-df9a31838237,5/9/2022 9:34:36 PM,adsp22_po524,5/9/2022 9:34:36 PM,adsp22_po524,Clicking of teeth,,Human,,Faint 1,Someone next to me is really stressed,Indoors,0,54.4342493417508,24.5237892355406
513,9bd84bbe-e1a7-48c9-9579-b3c579539860,5/9/2022 9:35:11 PM,adsp22_po524,5/9/2022 9:35:11 PM,adsp22_po524,Documentary,,Human,,2,Documentary playing ,Indoors,0,54.4342627673594,24.5238013579529
514,73fec18c-fcc8-4fc8-9f0d-dcf0f25b5f09,5/9/2022 9:35:49 PM,adsp22_po524,5/9/2022 9:35:49 PM,adsp22_po524,Crickets,,Natural,,2,Crickets outside the building ,Outdoors,0,54.4342748970662,24.5238150541683
515,db7c63d2-c560-475a-9583-93a47dc1d005,5/9/2022 9:36:08 PM,adsp22_po524,5/9/2022 9:36:08 PM,adsp22_po524,Cats fighting ,,Natural,,3,,Outdoors,0,54.4342758626365,24.5238264639759
516,8b26777b-2a54-4d6f-b3ea-d77e2676730b,5/10/2022 5:05:47 AM,adsp22_gkm267,5/10/2022 5:05:47 AM,adsp22_gkm267,Ventilation,,Machine,,Faint 1,,Indoors,2,54.4354131944567,24.5221807452668
517,652a0728-145e-46c5-9148-141d1653ab0c,5/10/2022 5:05:48 AM,adsp22_gkm267,5/10/2022 5:05:48 AM,adsp22_gkm267,Laundry machines rumbling,,Machine,,3,,Indoors,2,54.435127773243,24.5225778986995
518,79f16484-218a-4e07-88ab-136e158de7e0,5/10/2022 5:05:49 AM,adsp22_gkm267,5/10/2022 5:05:49 AM,adsp22_gkm267,Crickets,,Natural,,Faint 1,,Outdoors,2,54.4327628959585,24.5252560170139
519,e2e584ea-fba9-45cf-acd1-384dc9647764,5/10/2022 5:05:50 AM,adsp22_gkm267,5/10/2022 5:05:50 AM,adsp22_gkm267,Vent,,Machine,,2,,Outdoors,2,54.4325854647211,24.5251471810743
520,49f1d599-f2a9-4013-89eb-9cf6d8adc712,5/10/2022 5:05:50 AM,adsp22_gkm267,5/10/2022 5:05:50 AM,adsp22_gkm267,Machine roaming,,Machine,,3,,Outdoors,2,54.4325500800664,24.5249073622492
521,b47a8476-ab49-4539-ac8b-722b4225eede,5/10/2022 5:05:52 AM,adsp22_gkm267,5/10/2022 5:05:52 AM,adsp22_gkm267,Talking,,,,2,,Outdoors,0,54.4352235250992,24.5228460428277
522,d0901934-394e-4bbb-b805-26c42c83e0cb,5/10/2022 5:05:53 AM,adsp22_gkm267,5/10/2022 5:05:53 AM,adsp22_gkm267,Voices,,Human,,2,,Indoors,0,54.4355649209977,24.5230125504039
523,83ef251f-4ea5-414d-b070-82be4257c696,5/10/2022 5:05:53 AM,adsp22_gkm267,5/10/2022 5:05:53 AM,adsp22_gkm267,"Cutlery and plates xlinking
",,Human,,Faint 1,,Indoors,0,54.4355653378206,24.5230109650375
524,8646529f-1876-4e1c-85e5-3e1e06734ba3,5/10/2022 5:05:54 AM,adsp22_gkm267,5/10/2022 5:05:54 AM,adsp22_gkm267,AC,,Machine,,Faint 1,,Indoors,1,54.4330201821586,24.5251831094796
525,ec37e106-9d40-49c3-aa1d-f9bc0d5e3759,5/10/2022 5:08:39 AM,adsp22_mim7995,5/10/2022 5:08:39 AM,adsp22_mim7995,Garbage trolleys ,,Machine,,3,Near palms 9am,Outdoors,0,54.434192586361,24.5237325243148
526,9178e026-ea5a-45d6-abb6-6c8ea89af561,5/10/2022 5:09:21 AM,adsp22_mim7995,5/10/2022 5:09:21 AM,adsp22_mim7995,Construction ,,Machine,,3,Near A2,Outdoors,0,54.4339732815009,24.5241787254457
527,8b7e513b-3d13-4f2c-840d-e7863b4a5a70,5/10/2022 5:10:35 AM,adsp22_mim7995,5/10/2022 5:10:35 AM,adsp22_mim7995,Footsteps ,,Human,,4,Students walking to classes 9am,Indoors,0,54.4337736561362,24.524598721649
528,b1d6ce50-697e-4b32-bdc8-6f45b00bf14d,5/10/2022 5:10:54 AM,adsp22_mim7995,5/10/2022 5:10:54 AM,adsp22_mim7995,Professor speaking ,,Human,,Loud 5,,Indoors,0,54.4342114512055,24.5238280930593
529,94989e5d-fc08-407c-8f91-3f86b4d7bec3,5/10/2022 5:29:58 AM,ADFA19_nks369,5/10/2022 5:29:58 AM,ADFA19_nks369,Professor talking ,,Human,,3,,Indoors,0,54.4335543219231,24.5245522524572
